vacc;mspi;dyst;disg_sens;party;sys_jus
1;1,31268412883613150;2;-1,52298154066851077;NA;0,6233736843660577
0;0,27471072007683273;3;-0,36011074074886673;NA;-0,3721091855299509
1;-0,60275133681247073;1;-0,52623514073738709;opposition;-1,3675920554259595
1;-1,14848993317045256;1;0,05520025922243499;ruling party;-0,0402815622312812
0;-0,94517555413512622;2;-0,94154614070868881;NA;0,2915460610673880
1;-0,50644452569047416;4;-0,27704854075460639;ruling party;0,9552013076647274
1;-2,98099453368622447;4;1,05194665915355845;nonVote;0,9552013076647274
1;-3,06392539881905490;2;-0,60929734073164743;opposition;-0,0402815622312812
1;-0,50644452569047416;2;1,38419545913059983;ruling party;1,6188565542620663
1;-0,39943695777714439;2;-0,27704854075460639;NA;0,2915460610673880
